season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility
2023,Makai,Jackson,WR,Saint Francis (PA),Appalachian State,2022-12-02T21:47:00.000Z,,,Immediate
2023,Donnell,Brown,SDE,Saint Francis (PA),Maryland,2022-12-16T16:10:00.000Z,0.87,3,Immediate
2023,Riley,Thompson,P,Florida Atlantic,Penn State,2022-12-13T22:24:00.000Z,0.79,2,Immediate
2023,Charlie,Weinrich,K,Nebraska,,2022-12-13T00:06:00.000Z,,,Immediate
2023,Daveon,Hunter,RB,Liberty,Liberty,2022-12-29T17:45:00.000Z,,3,Immediate
2023,Lakeem,Rudolph,EDGE,Virginia Tech,Campbell,2022-12-05T13:56:00.000Z,,3,Immediate
2023,Ryan,Stubblefield,QB,East Carolina,Incarnate Word,2022-12-05T13:52:00.000Z,,3,Immediate
2023,Mario,Anderson Jr.,RB,Newberry,South Carolina,2022-12-14T23:54:00.000Z,0.88,3,Immediate
2023,Josh,Witt,IOL,Northern State,Indiana,2022-11-15T19:44:00.000Z,,,Immediate
2023,Dominick,Blaylock,WR,Georgia,,2023-01-11T00:50:00.000Z,0.87,3,Immediate
2023,Tayven,Jackson,PRO,Tennessee,Indiana,2023-01-13T17:29:00.000Z,0.9,4,Immediate
2023,Jacob,Hood,OT,Georgia,Nebraska,2023-01-13T15:03:00.000Z,0.88,3,Immediate
2023,Caleb,Ducking,WR,Mississippi State,,2023-02-06T15:07:00.000Z,,3,Immediate
2023,McCall,Ray,WR,Indiana,,2022-12-12T20:58:00.000Z,,,Immediate
2023,Griffin,McDowell,IOL,Florida,,2022-11-16T18:36:00.000Z,,3,Immediate
2023,Verenzo,Holmes,CB,UTEP,,2022-11-16T16:42:00.000Z,,2,Immediate
2023,R.J.,Roderick,S,South Carolina,,2022-10-18T18:44:00.000Z,,3,Immediate
2023,Tucker,Dunn,LS,Colgate,Ball State,2023-02-01T22:32:00.000Z,,,Immediate
2023,Landon,Parker,WR,Wofford,Troy,2023-02-01T22:21:00.000Z,,,Immediate
2023,Khiry,Morrison,WR,Louisiana Tech,,2022-12-05T20:18:00.000Z,,3,Immediate
2023,Ryan,Nixon,CB,San José State,,2023-01-13T06:00:00.000Z,,2,Immediate
2023,Antawn,Lewis,OT,South Alabama,,2022-11-17T19:24:00.000Z,,2,Immediate
2023,Kole,Taylor,TE,LSU,West Virginia,2022-12-08T16:44:00.000Z,0.87,3,Immediate
2023,Kaleb,Culp,S,Incarnate Word,Texas State,2022-12-20T01:35:00.000Z,,,Immediate
2023,E.J.,Williams,WR,Clemson,Indiana,2022-12-05T16:29:00.000Z,0.87,3,Immediate
2023,Jalen,Harrell,S,Miami,UMass,2022-12-05T16:21:00.000Z,,4,Immediate
2023,Dominique,Anthony,QB,Old Dominion,,2022-12-24T02:32:00.000Z,,3,Immediate
2023,Drew,Moss,IOL,Lamar,Colorado State,2023-02-01T21:43:00.000Z,,,Immediate
2023,Jordan,Jefferson,DL,West Virginia,LSU,2022-12-16T13:26:00.000Z,0.91,4,Immediate
2023,Sidney,Fugar,OT,Western Illinois,South Carolina,2022-12-06T04:00:00.000Z,0.87,3,Immediate
2023,Johnathan,Riley,S,Oregon State,,2022-12-19T19:51:00.000Z,,3,Immediate
2023,Patrick,Joyner,EDGE,Utah State,Kansas,2023-01-11T23:35:00.000Z,0.84,3,Immediate
2023,Nate,Adams,OT,Hawai'i,Stephen F. Austin,2022-12-04T06:00:00.000Z,,3,Immediate
2023,Jordan,Burch,EDGE,South Carolina,Oregon,2023-01-05T17:11:00.000Z,0.94,4,Immediate
2023,Jacob,Bodden,IOL,Liberty,,2022-12-06T21:17:00.000Z,,2,Immediate
2023,Juan,Powell,CB,East Carolina,,2023-01-06T20:38:00.000Z,0.88,3,Immediate
2023,Dante,Walker,EDGE,Western Kentucky,,2022-12-12T14:20:00.000Z,,3,Immediate
2023,Lideatrick,Griffin,WR,Mississippi State,Mississippi State,2023-01-13T22:49:00.000Z,,4,Immediate
2023,William,Parker,OT,Tennessee,,2023-01-03T15:02:00.000Z,,3,Immediate
2023,Sam,Davis,IOL,Temple,,2023-02-09T05:05:00.000Z,,3,Immediate
2023,Josh,Simmons,IOL,San Diego State,,2023-02-07T15:45:00.000Z,,4,Immediate
2023,Michael,Drennen,RB,Kentucky,,2022-12-06T16:48:00.000Z,,4,Immediate
2023,Eli,Adams,EDGE,Virginia Tech,North Carolina Central,2022-12-06T16:02:00.000Z,,3,Immediate
2023,Kevon,Garcia,EDGE,Arizona,,2022-12-20T21:21:00.000Z,,3,Immediate
2023,Saveyon,Henderson,OT,Lane,Colorado State,2023-02-01T21:43:00.000Z,,,Immediate
2023,Rivaldo,Fairweather,TE,Florida International,Auburn,2022-12-05T15:25:00.000Z,0.91,4,Immediate
2023,Nyles,Gaddy,EDGE,Jackson State,,2022-12-20T20:28:00.000Z,,,Immediate
2023,Mattheus,Carroll,WDE,Virginia Tech,Kent State,2022-12-05T19:55:00.000Z,,3,Immediate
2023,Sio,Nofoagatoto'a,DL,Indiana,,2023-01-13T19:22:00.000Z,,3,Immediate
2023,Kamren,Blanton,CB,UNLV,Cerritos College,2022-08-07T05:00:00.000Z,,,Immediate
2023,Riley,WIlson,WR,Hawai'i,Montana,2022-12-05T06:00:00.000Z,,3,Immediate
2023,Jake,Garcia,QB,Miami,Missouri,2023-01-18T02:15:00.000Z,0.9,4,Immediate
2023,Jaylan,Knighton,RB,Miami,SMU,2022-12-07T22:10:00.000Z,0.89,3,Immediate
2023,Chris,Marshall,WR,Texas A&M,Ole Miss,2022-12-08T04:18:00.000Z,0.91,4,Immediate
2023,Tyler,Feldkamp,WR,South Dakota State,,2022-12-27T19:07:00.000Z,,,Immediate
2023,Saint,McLeod,S,West Virginia,,2022-12-06T21:53:00.000Z,,3,Immediate
2023,Phillip,Webb,LB,LSU,Jackson State,2022-09-06T19:57:00.000Z,,4,Immediate
2023,Tyler,Devera,TE,Stony Brook,New Mexico State,2022-11-21T20:39:00.000Z,,3,Immediate
2023,Naiem,Simmons,WR,Wagner,South Florida,2022-11-21T19:41:00.000Z,,,Immediate
2023,Tywan,Francis,S,Colorado State,Temple,2022-10-10T19:12:00.000Z,0.89,3,Immediate
2023,Luke,Wiginton,OT,Indiana,Ball State,2022-12-21T17:48:00.000Z,,3,Immediate
2023,Trent,Whittemore,WR,Florida,UCF,2022-11-16T16:37:00.000Z,,3,Immediate
2023,Ethan,Carde,OT,Texas Tech,,2022-12-14T18:27:00.000Z,,3,Immediate
2023,Taisun,Phommachanh,QB,Georgia Tech,UMass,2022-12-08T22:11:00.000Z,0.79,2,Immediate
2023,Jake,Roberts,TE,North Texas,Baylor,2022-12-20T18:22:00.000Z,0.88,3,Immediate
2023,Kobe,Pepe,DL,USC,,2022-12-08T05:01:00.000Z,,3,Immediate
2023,Dillon,Johnson,RB,Mississippi State,Washington,2022-12-08T01:43:00.000Z,0.91,4,Immediate
2023,Jalen,Hunt,DL,Michigan State,Houston,2022-12-05T13:50:00.000Z,,3,Immediate
2023,Hayden,Harris,DL,UCLA,Montana,2022-11-30T20:27:00.000Z,,3,Immediate
2023,Ozzie,Hoffler,EDGE,Kansas State,,2023-01-16T21:27:00.000Z,,3,Immediate
2023,Demetrius,Knight,LB,Georgia Tech,,2022-10-07T13:44:00.000Z,,3,Immediate
2023,Dawson,Hill,RB,Georgia State,Fayetteville State,2022-10-06T21:39:00.000Z,,3,Immediate
2023,Josh,Fleeks,WR,Baylor,Nebraska,2022-10-04T20:18:00.000Z,0.85,3,Immediate
2023,Jaron,Willis,EDGE,Ole Miss,South Carolina,2022-12-08T00:55:00.000Z,0.9,4,Immediate
2023,Carl,Biddings,DL,Louisville,Indiana,2022-12-07T20:34:00.000Z,,,Immediate
2023,Tayvion,Beasley,CB,Jackson State,Colorado,2022-12-31T18:41:00.000Z,0.87,3,Immediate
2023,Jake,Kern,QB,Washington,,2022-12-08T21:23:00.000Z,,,Immediate
2023,Kolbe,Fields,LB,LSU,Louisiana Tech,2022-12-08T21:10:00.000Z,,3,Immediate
2023,Khiyon,Wafer,WR,Houston,,2022-12-14T17:46:00.000Z,,3,Immediate
2023,Sam,Telesa,OC,Georgetown,New Mexico,2023-02-01T21:43:00.000Z,,3,Immediate
2023,Camdyn,Childers,WR,Purdue,,2022-12-21T18:33:00.000Z,,2,Immediate
2023,Carlton,Guidry,WR,Houston,,2022-12-21T15:25:00.000Z,,3,Immediate
2023,Xavier,Ward,QB,Washington State,Sam Houston State,2022-12-06T20:23:00.000Z,,3,Immediate
2023,Taylor,Upshaw,EDGE,Michigan,Colorado,2023-01-04T00:00:00.000Z,0.88,3,Immediate
2023,Clayton,Smith,EDGE,Oklahoma,Arizona State,2022-12-07T00:57:00.000Z,0.89,3,Immediate
2023,Christopher,Keys,CB,Indiana,Mississippi State,2022-12-05T21:03:00.000Z,0.86,3,Immediate
2023,Jaylon,Barden,ATH,Pittsburgh,Georgia Southern,2022-12-05T16:04:00.000Z,,3,Immediate
2023,Khatib,Lyles,WR,North Texas,Austin Peay,2023-02-01T22:12:00.000Z,,3,Immediate
2023,Taji,Hudson,WR,East Carolina,,2023-01-13T20:48:00.000Z,,3,Immediate
2023,Marques,Sigle,CB,North Dakota State,Kansas State,2022-11-21T16:32:00.000Z,0.88,3,Immediate
2023,Myles,Slusher,S,Arkansas,Colorado,2022-12-05T20:43:00.000Z,0.89,3,Immediate
2023,Trey,Blair,RB,Temple,,2023-01-17T20:42:00.000Z,,3,Immediate
2023,Ayir,Asante,WR,Holy Cross,Wyoming,2023-02-01T20:42:00.000Z,,,Immediate
2023,Brylan,Noonan,LS,Wagner,Temple,2023-02-01T21:43:00.000Z,,,Immediate
2023,Malik,Fleming,CB,East Carolina,,2023-01-17T19:43:00.000Z,,3,Immediate
2023,Avantae,Williams,S,Miami,Maryland,2022-12-05T20:42:00.000Z,0.9,4,Immediate
2023,RaRa,Thomas,WR,Mississippi State,Georgia,2022-12-05T20:40:00.000Z,0.92,4,Immediate
2023,Dante,Cephas,WR,Kent State,Penn State,2022-12-05T20:36:00.000Z,0.92,4,Immediate
2023,Ralen,Goforth,LB,USC,Washington,2022-12-05T20:36:00.000Z,0.88,3,Immediate
2023,Evan,Williams,S,Fresno State,Oregon,2023-01-04T06:00:00.000Z,,3,Immediate
2023,Phillip,Hill,S,UNLV,North Texas,2022-12-27T17:51:00.000Z,,3,Immediate
2023,Jabbar,Muhammad,CB,Oklahoma State,Washington,2022-12-15T20:23:00.000Z,0.9,4,Immediate
2023,C.J.,Williams,WR,USC,Wisconsin,2023-01-05T22:07:00.000Z,0.9,4,Immediate
2023,Kyle,Williams,WR,UNLV,Washington State,2022-12-07T00:50:00.000Z,0.88,3,Immediate
2023,Derrik,Allen,S,Georgia Tech,North Carolina,2022-12-09T18:02:00.000Z,0.89,3,Immediate
2023,Elijah,Yelverton,TE,Iowa,,2022-12-09T16:57:00.000Z,,3,Immediate
2023,Beau,Allen,QB,Tarleton State,Georgia Southern,2022-12-05T10:57:00.000Z,,3,Immediate
2023,Randy,Holtz,IOL,Indiana,,2022-12-05T21:05:00.000Z,,3,Immediate
2023,Dominic,Richardson,RB,Oklahoma State,Baylor,2022-12-06T19:35:00.000Z,0.91,4,Immediate
2023,Joshua,Pakola,DL,Fresno State,,2022-12-18T06:00:00.000Z,,4,Immediate
2023,Taurrian,Stafford,OG,Alabama State,,2023-02-03T05:02:00.000Z,,2,Immediate
2023,Cole,Rusk,TE,Eastern Michigan,,2022-12-05T20:03:00.000Z,,3,Immediate
2023,Rush,Lansdell,LB,Memphis,,2022-10-20T18:11:00.000Z,,3,Immediate
2023,Jalen,Mitchell,RB,Louisville,Connecticut,2022-12-02T04:11:00.000Z,,3,Immediate
2023,Tyrese,Grant,ATH,Wyoming,,2022-12-13T06:00:00.000Z,,3,Immediate
2023,Jalen,Glaze,S,Minnesota,Florida A&M,2022-12-05T16:50:00.000Z,,3,Immediate
2023,Dan,Volpe,OT,Towson,Duke,2023-01-04T22:16:00.000Z,0.84,3,Immediate
2023,Deuce,Spurlock,LB,Michigan,Florida,2023-01-02T06:00:00.000Z,0.86,3,Immediate
2023,Kaleb,Dawson,S,Appalachian State,,2022-11-09T17:30:00.000Z,,2,Immediate
2023,Blake,Peterson,DL,Iowa State,South Dakota State,2022-11-08T18:46:00.000Z,,3,Immediate
2023,Joe,Wilkins,CB,Notre Dame,,2022-11-07T22:42:00.000Z,,3,Immediate
2023,Joe,Horn,IOL,UMass,Maine,2022-11-02T21:02:00.000Z,,3,Immediate
2023,Derek,Bowman,OT,Houston,South Florida,2022-12-27T01:28:00.000Z,,3,Immediate
2023,Tyrin,Smith,WR,UTEP,Texas A&M,2021-12-27T22:47:00.000Z,0.89,3,Immediate
2023,James,Jointer,RB,Arkansas,Liberty,2022-12-05T14:50:00.000Z,,3,Immediate
2023,Shawn,Dourseau,S,East Carolina,Northern Arizona,2022-12-02T20:37:00.000Z,,3,Immediate
2023,JQ,Hardaway,CB,Cincinnati,Kentucky,2022-11-27T10:45:00.000Z,0.91,4,Immediate
2023,Trent,Gordon,CB,Arkansas,,2023-01-03T22:48:00.000Z,,3,Immediate
2023,Chris,Lewis,WR,Kentucky,Troy,2022-11-28T17:17:00.000Z,,4,Immediate
2023,Jared,Nedd,LB,Memphis,,2022-12-30T15:30:00.000Z,,3,Immediate
2023,Jamari,Buddin,LB,Penn State,,2023-01-12T22:56:00.000Z,,4,Immediate
2023,Casey,Case,QB,Buffalo,,2022-12-07T15:45:00.000Z,,3,Immediate
2023,Keyonteze,Johnson,WR,Troy,Oregon,2022-12-29T18:14:00.000Z,0.88,3,Immediate
2023,Daniel,Grzesiak,EDGE,Utah State,Cincinnati,2022-12-29T16:40:00.000Z,,,Immediate
2023,Justin,Rogers,DL,Kentucky,Auburn,2023-01-03T22:39:00.000Z,0.92,4,Immediate
2023,Keydrain,Calligan,CB,Louisiana Monroe,,2022-12-13T00:45:00.000Z,,3,Immediate
2023,Jaelyn,Davis-Robinson,CB,LSU,SMU,2022-12-15T20:39:00.000Z,0.85,3,Immediate
2023,Marques,Cox,OT,Northern Illinois,Kentucky,2022-11-28T18:00:00.000Z,0.88,3,Immediate
2023,Marcus,Henderson,OT,Arkansas,Memphis,2023-02-01T21:43:00.000Z,,4,Immediate
2023,Quaydarius,Davis,WR,Jackson State,,2022-12-29T23:16:00.000Z,,4,Immediate
2023,Keuan,Parker,CB,Arkansas,Tulsa,2022-12-08T00:20:00.000Z,,3,Immediate
2023,Matt,Lee,OT,UCF,Miami,2023-01-02T18:17:00.000Z,0.91,4,Immediate
2023,Drew,Pyne,QB,Notre Dame,Arizona State,2022-12-05T14:18:00.000Z,0.88,3,Immediate
2023,Storm,Duck,CB,North Carolina,Penn State,2022-12-07T23:51:00.000Z,0.9,4,Immediate
2023,Cade,McNamara,QB,Michigan,Iowa,2022-11-28T17:37:00.000Z,0.88,3,Immediate
2023,Dallas,Holliday,IOL,Boise State,Portland State,2022-12-20T18:42:00.000Z,,3,Immediate
2023,Ryland,Goede,TE,Georgia,Mississippi State,2023-01-12T19:40:00.000Z,0.87,3,Immediate
2023,Trey,Brown,EDGE,Duke,,2023-01-04T18:45:00.000Z,,3,Immediate
2023,Ashton,Hayes,RB,California,Nevada,2022-12-30T06:00:00.000Z,,3,Immediate
2023,Keyshawn,Cobb,S,Buffalo,West Virginia,2022-12-19T16:15:00.000Z,0.88,3,Immediate
2023,Deven,Wright,EDGE,Boise State,Texas State,2022-12-05T20:15:00.000Z,,3,Immediate
2023,Steve,Linton,EDGE,Syracuse,Texas Tech,2022-12-07T15:13:00.000Z,0.88,3,Immediate
2023,Khayri,Banton,LB,Rutgers,,2022-12-05T21:29:00.000Z,,4,Immediate
2023,Malachi,Holt-Bennett,WR,Indiana,UAB,2022-12-05T21:26:00.000Z,,3,Immediate
2023,Grant,DuBose,WR,Charlotte,Charlotte,2022-11-22T18:03:00.000Z,0.89,3,Immediate
2023,Jordan,Mukes,S,Oklahoma,Abilene Christian,2022-12-05T21:05:00.000Z,,4,Immediate
2023,Nick,Alftin,DL,California,,2022-12-19T23:02:00.000Z,,3,Immediate
2023,Shamari,Simmons,CB,Austin Peay,Arizona State,2022-12-05T16:26:00.000Z,0.88,3,Immediate
2023,Tre,Harris,WR,Louisiana Tech,Ole Miss,2022-12-06T22:23:00.000Z,0.9,4,Immediate
2023,Isaiah,Perez,SDE,BYU,Eastern Washington,2023-01-16T19:46:00.000Z,,3,Immediate
2023,Xavier,Player,CB,UT San Antonio,Texas Southern,2022-12-07T00:55:00.000Z,,3,Immediate
2023,Shontrail,Key,DL,Arizona,,2022-12-07T00:17:00.000Z,,3,Immediate
2023,Lloyd,Summerall,EDGE,Florida,South Florida,2022-12-08T14:15:00.000Z,,4,Immediate
2023,Ali,Jennings,WR,Old Dominion,Virginia Tech,2022-12-01T19:17:00.000Z,0.92,4,Immediate
2023,Malcolm,McClure,LB,California,Nevada,2022-12-05T06:00:00.000Z,,,Immediate
2023,Victor,Nelson Jr.,S,LIU Post,Boston College,2023-01-16T22:14:00.000Z,0.89,3,Immediate
2023,Jaden,Navarrette,EDGE,Oregon,,2022-12-18T17:06:00.000Z,,4,Immediate
2023,Edward,Czaplicki,P,Arizona State,USC,2022-12-07T14:21:00.000Z,0.79,2,Immediate
2023,Oluwafemi,Oladejo,LB,California,UCLA,2022-12-05T20:00:00.000Z,0.89,3,Immediate
2023,Jaden,Bradley,WR,Pittsburgh,Charlotte,2022-10-17T21:33:00.000Z,,3,Immediate
2023,Chris,Street,RB,California,,2022-12-05T19:56:00.000Z,,3,Immediate
2023,Jared,Gipson,WR,Sacramento State,,2022-12-13T00:39:00.000Z,,2,Immediate
2023,Jerry,Roberts,LB,Arizona,UMass,2023-01-09T01:28:00.000Z,,2,Immediate
2023,Ismail,Mahdi,RB,Houston Christian,Texas State,2022-11-30T18:27:00.000Z,,,Immediate
2023,Chase,Lloyd,S,Vanderbilt,Florida A&M,2022-11-30T18:09:00.000Z,,3,Immediate
2023,Nicario,Harper,S,Louisville,Illinois,2022-10-20T19:54:00.000Z,0.88,3,Immediate
2023,Stanley,Lambert,EDGE,Arizona State,,2022-12-05T22:04:00.000Z,,3,Immediate
2023,Teradja,Mitchell,LB,Ohio State,Florida,2022-12-05T22:04:00.000Z,0.87,3,Immediate
2023,Adari,Haulcy,S,New Mexico,Houston,2022-12-09T19:27:00.000Z,,3,Immediate
2023,Hyrin,White,OT,Missouri,SMU,2022-12-05T21:46:00.000Z,0.89,3,Immediate
2023,Jermaine,Terry II,TE,California,Oregon State,2023-01-05T06:00:00.000Z,0.87,3,Immediate
2023,Jakari,Starling,S,South Dakota,Western Carolina,2022-12-31T18:14:00.000Z,,,Immediate
2023,RaRa,Dillworth,LB,North Carolina,East Carolina,2022-12-05T15:48:00.000Z,,4,Immediate
2023,LJ,Johnson,RB,Texas A&M,SMU,2022-12-05T18:35:00.000Z,0.91,4,Immediate
2023,Joshua,Kelly,WR,Fresno State,Washington State,2022-12-13T00:01:00.000Z,,3,Immediate
2023,Michael,Mason,DL,Wofford,Coastal Carolina,2022-11-29T11:55:00.000Z,,,Immediate
2023,Chris,Van Eekeren,K,Purdue,Temple,2022-12-23T23:38:00.000Z,,,Immediate
2023,Andrew,Adair,IOL,James Madison,Charlotte,2022-12-21T20:55:00.000Z,,3,Immediate
2023,Andrew,Armstrong,WR,Texas A&M Commerce,Arkansas,2022-11-22T15:37:00.000Z,0.89,3,Immediate
2023,Brian,George,CB,Texas A&M,Houston,2022-12-02T00:17:00.000Z,,4,Immediate
2023,Mumu,Bin-Wahad,CB,West Virginia,Connecticut,2022-11-14T19:41:00.000Z,,3,Immediate
2023,Vincent,Davis,S,South Florida,,2022-11-14T06:00:00.000Z,,3,Immediate
2023,Ja'Kobi,Albert,ATH,Kentucky,Mississippi State,2023-01-07T22:42:00.000Z,0.87,3,Immediate
2023,McCallan,Castles,TE,UC Davis,Tennessee,2022-11-28T17:48:00.000Z,0.88,3,Immediate
2023,Dontae,Balfour,CB,North Carolina,Charlotte,2022-12-07T14:21:00.000Z,,3,Immediate
2023,Bryce,Cage,EDGE,Southeastern Louisiana,Texas State,2023-01-11T01:51:00.000Z,,,Immediate
2023,Kobe,Wilson,LB,Temple,,2023-01-17T02:06:00.000Z,,3,Immediate
2023,Lucas,Prendergast,WR,Nevada,,2023-01-12T06:00:00.000Z,,,Immediate
2023,Bill,Norton,DL,Georgia,Arizona,2022-12-07T16:06:00.000Z,0.88,3,Immediate
2023,Keeyon,Stewart,CB,TCU,,2023-01-16T14:18:00.000Z,,3,Immediate
2023,Brevin,Randle,LB,Stephen F. Austin,Louisiana Tech,2023-02-01T21:10:00.000Z,,,Immediate
2023,Jackson,Woodard,LB,Arkansas,UNLV,2022-12-30T06:00:00.000Z,,,Immediate
2023,Anterrious,Gray,IOL,South Alabama,,2022-12-12T14:34:00.000Z,,3,Immediate
2023,Lem,Watley-Neely,CB,Indiana,Kent State,2022-12-05T21:24:00.000Z,,3,Immediate
2023,Daniel,Robledo,EDGE,Missouri,,2023-01-11T21:25:00.000Z,,3,Immediate
2023,Malik,McClain,WR,Florida State,Penn State,2023-01-18T20:25:00.000Z,0.89,3,Immediate
2023,Eddie,Lewis,WR,Memphis,South Carolina,2023-01-11T20:18:00.000Z,0.89,3,Immediate
2023,Brylan,Lanier,CB,Indiana,,2023-01-11T20:06:00.000Z,,3,Immediate
2023,Vershaud,Richardson,LB,Arkansas State,,2023-01-11T17:09:00.000Z,,3,Immediate
2023,Jesus,Gibbs,DL,Towson,,2022-11-30T19:55:00.000Z,,3,Immediate
2023,Ygenio,Booker,ATH,Tulane,,2022-08-20T17:22:00.000Z,,3,Immediate
2023,Jamel,Starks,RB,Houston,,2022-08-20T16:34:00.000Z,,3,Immediate
2023,Jalen,Richmond,WR,Boise State,,2022-08-18T20:56:00.000Z,,3,Immediate
2023,Ron,Carr,OT,Duke,Illinois State,2023-01-06T19:57:00.000Z,,3,Immediate
2023,Ezekiel,Durham-Campbell,EDGE,Lenoir-Rhyne,Louisiana Tech,2022-12-05T21:40:00.000Z,,,Immediate
2023,Tyrek,Funderburk,CB,Richmond,Appalachian State,2022-12-09T02:24:00.000Z,,,Immediate
2023,Jireh,Wilson,S,East Carolina,UCF,2022-12-29T17:02:00.000Z,,3,Immediate
2023,Demarcus,Griffin,CB,Houston,Louisiana Tech,2022-12-29T14:03:00.000Z,,,Immediate
2023,Jalen,St. John,OT,Arkansas,UNLV,2022-12-19T20:54:00.000Z,,3,Immediate
2023,Trevor,Mayberry,OT,Pennsylvania,Stanford,2023-01-18T01:29:00.000Z,,,Immediate
2023,Tyler,Baylor,EDGE,Maryland,,2022-12-01T14:46:00.000Z,,3,Immediate
2023,Kyle,Niese,OG,Air Force,,2022-12-05T06:00:00.000Z,,,Immediate
2023,Jason,Gold,DL,Northwestern,,2022-12-07T21:56:00.000Z,,3,Immediate
2023,Jacob,Orlando,TE,UMass,Buffalo,2022-11-30T02:32:00.000Z,0.82,3,Immediate
2023,Dion,Wilson,DL,Arizona,New Mexico State,2022-12-12T22:42:00.000Z,,3,Immediate
2023,George,Rooks,DL,Michigan,Boston College,2022-12-12T22:26:00.000Z,0.87,3,Immediate
2023,Malik,Reed,LB,Arizona,,2022-12-20T17:31:00.000Z,,3,Immediate
2023,Taurus,Simmons,EDGE,West Virginia,,2022-12-13T16:18:00.000Z,,3,Immediate
2023,Marquis,Wilson,CB,Penn State,,2023-01-16T16:41:00.000Z,,3,Immediate
2023,D'Arco,Perkins-McAllister,S,TCU,New Mexico,2023-01-16T14:19:00.000Z,,4,Immediate
2023,Ryan,Rivera,TE,Cal Poly,Louisiana Tech,2023-02-01T21:05:00.000Z,,,Immediate
2023,Ty,Keyes,QB,Southern Mississippi,,2023-01-04T22:20:00.000Z,,3,Immediate
2023,Carlos,Hatcher,EDGE,Tulane,Coastal Carolina,2023-01-05T18:05:00.000Z,,3,Immediate
2023,Anthony,Lewis Jr.,WR,Troy,,2022-12-21T14:27:00.000Z,,3,Immediate
2023,Jacob,Freeman,WR,Georgia State,Alabama State,2022-12-05T10:57:00.000Z,,3,Immediate
2023,Jordan,Johnson,WR,UCF,,2022-12-06T21:14:00.000Z,,4,Immediate
2023,Darren,Anders,LB,Bowling Green,Bowling Green,2023-01-02T15:46:00.000Z,,,Immediate
2023,Jamari,Thrash,WR,Georgia State,Louisville,2023-01-04T18:14:00.000Z,0.89,3,Immediate
2023,Anthony,Lucas,DL,Texas A&M,USC,2023-01-04T17:52:00.000Z,0.93,4,Immediate
2023,Chandler,Rogers,QB,Louisiana Monroe,North Texas,2022-11-29T19:42:00.000Z,,,Immediate
2023,Philip,Blidi,DL,Texas Tech,Indiana,2022-12-14T19:07:00.000Z,0.88,3,Immediate
2023,DJ,Brown,LB,Charlotte,,2023-01-12T18:56:00.000Z,,3,Immediate
2023,D.J.,Burgess,DL,Southern Mississippi,,2022-12-08T18:28:00.000Z,,3,Immediate
2023,Michael,Shanahan,OT,Texas Tech,,2022-12-14T18:53:00.000Z,,,Immediate
2023,Derrick,Edwards,CB,Louisville,Louisville,2022-12-06T14:34:00.000Z,,3,Immediate
2023,Gabe,Jeudy-Lally,CB,BYU,Tennessee,2022-12-28T23:51:00.000Z,0.9,4,Immediate
2023,Gerald,Green,RB,Georgia Southern,East Carolina,2022-12-28T23:41:00.000Z,,2,Immediate
2023,Derrick,Lewis,LB,Texas Tech,Incarnate Word,2022-12-05T21:02:00.000Z,,3,Immediate
2023,Aurion,Peoples,DT,Utah State,,2023-01-16T23:36:00.000Z,,,Immediate
2023,Caleb,Chapman,WR,Oregon,,2023-01-18T02:00:00.000Z,,4,Immediate
2023,Langston,Anderson,WR,Oklahoma State,,2022-12-08T08:15:00.000Z,,4,Immediate
2023,Kilinahe,Mendiola-Jensen,CB,UNLV,,2023-01-19T06:00:00.000Z,,3,Immediate
2023,Agiye,Hall,WR,Texas,,2022-12-26T16:40:00.000Z,,4,Immediate
2023,Korbyn,Green,CB,BYU,Hutchinson C.C.,2022-12-20T17:48:00.000Z,,3,Immediate
2023,Ish,Harris,LB,Texas A&M,Houston,2022-12-06T20:12:00.000Z,0.89,3,Immediate
2023,Joshua,Eaton,CB,Oklahoma,Texas State,2022-12-05T15:58:00.000Z,,4,Immediate
2023,Kaden,Prather,WR,West Virginia,Maryland,2022-12-12T16:29:00.000Z,0.92,4,Immediate
2023,Will,Crowder,QB,West Virginia,Troy,2022-12-05T22:12:00.000Z,,3,Immediate
2023,Leonard,Payne,DL,Fresno State,Colorado,2022-12-28T15:12:00.000Z,0.89,3,Immediate
2023,Isaiah,Paul,LB,Incarnate Word,Washington State,2022-12-24T22:29:00.000Z,0.85,3,Immediate
2023,Baraka,Beckett,IOL,UCLA,Campbell,2022-09-29T14:03:00.000Z,,3,Immediate
2023,Keshawn,King,RB,Virginia Tech,,2023-01-18T18:02:00.000Z,,4,Immediate
2023,Brannan,Mannix,S,Colorado State,,2022-12-24T06:00:00.000Z,,,Immediate
2023,Simeon,Smith,WR,Michigan,,2022-12-05T22:07:00.000Z,,,Immediate
2023,Kendren,Smith,CB,Pennsylvania,,2022-11-21T14:43:00.000Z,,,Immediate
2023,Terrell,Tilmon,EDGE,Oregon,Texas Tech,2022-12-04T19:47:00.000Z,,3,Immediate
2023,DeCarlos,Brooks,RB,California,Arizona State,2022-12-04T02:39:00.000Z,0.85,3,Immediate
2023,Taylor,Thompson,TE,Charlotte,,2022-11-22T22:44:00.000Z,,3,Immediate
2023,Dominic,Lovett,WR,Missouri,Georgia,2022-12-05T20:28:00.000Z,0.94,4,Immediate
2023,ZionAngelo,Shockley,EDGE,Maryland,,2022-12-05T15:33:00.000Z,,3,Immediate
